14:21:44,10.61.129.1,up
14:21:44,10.61.129.144,up
14:21:48,10.61.130.1,down
14:21:49,10.61.131.1,up
14:21:53,10.61.6.1,down
14:21:57,10.56.41.161,down
14:21:58,10.61.128.1,up
14:22:02,10.61.132.1,down
14:22:06,10.61.133.1,down
14:22:10,10.61.2.1,down
14:22:14,10.61.8.1,down
14:22:18,10.61.1.1,down
14:22:12,10.61.1.1,down
14:22:13,10.61.128.1,up
14:22:17,10.61.132.1,down
14:22:21,10.61.133.1,down
14:22:25,10.61.2.1,down
14:22:29,10.61.8.1,down
14:22:33,10.56.41.161,down
14:22:33,10.61.129.1,up
14:22:33,10.61.129.144,up
14:22:37,10.61.130.1,down
14:22:38,10.61.131.1,up
14:22:42,10.61.6.1,down
