07:48:17,10.61.133.1,down
07:48:21,10.61.2.1,down
07:48:25,10.61.6.1,down
07:48:29,10.56.41.161,down
07:48:31,10.61.128.1,up
07:48:31,10.61.129.1,up
07:48:31,10.61.129.144,up
07:48:35,10.61.8.1,down
07:48:39,10.61.1.1,down
07:48:43,10.61.130.1,down
07:48:44,10.61.131.1,up
07:48:48,10.61.132.1,down
07:48:22,10.61.1.1,down
07:48:26,10.61.130.1,down
07:48:28,10.61.131.1,up
07:48:32,10.61.132.1,down
07:48:36,10.61.8.1,down
07:48:40,10.56.41.161,down
07:48:41,10.61.128.1,up
07:48:41,10.61.129.1,up
07:48:41,10.61.129.144,up
07:48:45,10.61.133.1,down
07:48:49,10.61.2.1,down
07:48:53,10.61.6.1,down
07:48:52,10.56.41.161,down
07:48:54,10.61.128.1,up
07:48:54,10.61.129.1,up
07:48:54,10.61.129.144,up
07:48:58,10.61.133.1,down
07:49:02,10.61.2.1,down
07:49:06,10.61.6.1,down
07:49:10,10.61.1.1,down
07:49:14,10.61.130.1,down
07:49:15,10.61.131.1,up
07:49:19,10.61.132.1,down
07:49:24,10.61.8.1,down
