00:04:56,10.61.1.1,down
00:04:58,10.61.129.144,up
00:05:02,10.61.132.1,down
00:05:04,10.61.2.1,up
00:05:06,10.61.6.1,up
00:05:09,10.61.8.1,down
00:05:11,10.56.41.161,up
00:05:12,10.61.128.1,up
00:05:14,10.61.129.1,up
00:05:17,10.61.130.1,down
00:05:18,10.61.131.1,up
00:05:18,10.61.133.1,up
00:13:23,10.61.1.1,down
00:13:24,10.61.129.144,up
00:13:28,10.61.132.1,down
00:13:30,10.61.2.1,up
00:13:30,10.61.133.1,up
00:13:32,10.61.6.1,up
00:13:36,10.61.8.1,down
00:13:37,10.56.41.161,up
00:13:39,10.61.128.1,up
00:13:40,10.61.129.1,up
00:13:43,10.61.130.1,down
00:13:45,10.61.131.1,up
00:21:46,10.61.133.1,up
00:21:48,10.61.6.1,up
00:21:52,10.61.8.1,down
00:21:53,10.56.41.161,up
00:21:55,10.61.128.1,up
00:21:56,10.61.129.1,up
00:21:59,10.61.130.1,down
00:22:01,10.61.131.1,up
00:22:04,10.61.1.1,down
00:22:06,10.61.129.144,up
00:22:09,10.61.132.1,down
00:22:11,10.61.2.1,up
00:25:12,10.61.129.1,up
00:25:13,10.61.129.144,up
00:25:17,10.61.8.1,down
00:25:20,10.61.130.1,down
00:25:21,10.61.131.1,up
00:25:25,10.61.132.1,down
00:25:25,10.61.133.1,up
00:25:26,10.61.2.1,up
00:25:28,10.56.41.161,up
00:25:32,10.61.1.1,down
00:25:34,10.61.128.1,up
00:25:35,10.61.6.1,up
00:33:40,10.61.8.1,down
00:33:41,10.61.129.1,up
00:33:43,10.61.129.144,up
00:33:44,10.61.128.1,up
00:33:47,10.61.130.1,down
00:33:49,10.61.131.1,up
00:33:52,10.61.132.1,down
00:33:52,10.61.133.1,up
00:33:54,10.61.2.1,up
00:33:55,10.56.41.161,up
00:33:59,10.61.1.1,down
00:34:01,10.61.6.1,up
00:42:05,10.61.8.1,down
00:42:07,10.61.129.1,up
00:42:08,10.61.129.144,up
00:42:10,10.61.128.1,up
00:42:13,10.61.130.1,down
00:42:14,10.61.131.1,up
00:42:18,10.61.132.1,down
00:42:18,10.61.133.1,up
00:42:19,10.61.2.1,up
00:42:20,10.56.41.161,up
00:42:24,10.61.1.1,down
00:42:27,10.61.6.1,up
00:50:29,10.61.129.1,up
00:50:30,10.61.129.144,up
00:50:34,10.61.8.1,down
00:50:35,10.61.131.1,up
00:50:39,10.61.132.1,down
00:50:39,10.61.133.1,up
00:50:41,10.61.2.1,up
00:50:42,10.56.41.161,up
00:50:46,10.61.1.1,down
00:50:47,10.61.128.1,up
00:50:50,10.61.130.1,down
00:50:52,10.61.6.1,up
00:55:37,10.61.1.1,down
00:55:38,10.61.129.1,up
00:55:41,10.61.130.1,down
00:55:45,10.61.132.1,down
00:55:45,10.61.133.1,up
00:55:47,10.61.2.1,up
00:55:48,10.61.6.1,up
00:55:52,10.61.8.1,down
00:55:53,10.56.41.161,up
00:55:55,10.61.128.1,up
00:55:56,10.61.129.144,up
00:55:58,10.61.131.1,up
00:57:28,10.61.128.1,up
00:57:31,10.61.130.1,down
00:57:33,10.61.131.1,up
00:57:34,10.61.6.1,up
00:57:36,10.56.41.161,up
00:57:37,10.61.129.1,up
00:57:39,10.61.129.144,up
00:57:43,10.61.132.1,down
00:57:43,10.61.133.1,up
00:57:44,10.61.2.1,up
00:57:48,10.61.8.1,down
